id,gender,age,income,marital,education,min_offer
550,F,56,80000.0,widowed,tertiary education,93
551,F,51,97000.0,married,tertiary education,106
552,F,47,62000.0,single,below upper secondary,120
553,M,38,96000.0,married,tertiary education,70
554,M,43,44000.0,married,tertiary education,14
555,M,43,72000.0,single,upper secondary and post-secondary non-tertiary,165
556,M,49,84000.0,married,tertiary education,0
557,F,36,57000.0,single,below upper secondary,58
558,F,45,58000.0,divorced,tertiary education,0
559,M,53,95000.0,single,below upper secondary,22
560,M,43,60000.0,married,tertiary education,180
561,F,18,67000.0,married,tertiary education,64
562,M,40,41000.0,married,tertiary education,48
563,F,83,114000.0,married,tertiary education,0
564,M,49,65000.0,divorced,tertiary education,17
565,F,51,106000.0,divorced,tertiary education,126
566,M,25,55000.0,single,tertiary education,74
567,M,71,55000.0,single,upper secondary and post-secondary non-tertiary,88
568,M,58,71000.0,single,upper secondary and post-secondary non-tertiary,71
569,M,53,36000.0,married,tertiary education,54
570,F,83,93000.0,single,upper secondary and post-secondary non-tertiary,135
571,M,46,56000.0,single,upper secondary and post-secondary non-tertiary,0
572,F,69,97000.0,divorced,tertiary education,100
573,M,51,73000.0,married,tertiary education,129
574,M,61,68000.0,married,upper secondary and post-secondary non-tertiary,108
575,F,81,101000.0,married,upper secondary and post-secondary non-tertiary,64
576,M,60,41000.0,married,tertiary education,7
577,M,48,75000.0,married,upper secondary and post-secondary non-tertiary,0
578,F,48,87000.0,married,tertiary education,75
579,M,73,63000.0,married,upper secondary and post-secondary non-tertiary,134
580,F,41,89000.0,married,tertiary education,0
581,F,39,77000.0,married,tertiary education,26
582,M,31,56000.0,single,upper secondary and post-secondary non-tertiary,0
583,M,38,61000.0,married,tertiary education,108
584,F,46,36000.0,married,tertiary education,16
585,M,87,72000.0,single,below upper secondary,38
586,F,53,83000.0,married,tertiary education,64
587,F,93,48000.0,divorced,tertiary education,69
588,M,42,41000.0,married,tertiary education,24
589,M,54,79000.0,single,upper secondary and post-secondary non-tertiary,0
590,M,47,53000.0,single,below upper secondary,81
591,M,75,109000.0,married,tertiary education,156
592,F,79,61000.0,single,upper secondary and post-secondary non-tertiary,47
593,F,36,64000.0,separated,tertiary education,0
594,M,30,43000.0,single,upper secondary and post-secondary non-tertiary,58
595,M,34,50000.0,divorced,tertiary education,68
596,F,39,78000.0,married,tertiary education,41
597,F,52,87000.0,single,upper secondary and post-secondary non-tertiary,68
598,M,43,34000.0,married,tertiary education,2
599,M,75,38000.0,married,tertiary education,31
600,M,47,40000.0,divorced,tertiary education,0
601,F,60,117000.0,married,upper secondary and post-secondary non-tertiary,165
602,M,31,43000.0,single,upper secondary and post-secondary non-tertiary,2
603,M,70,35000.0,single,upper secondary and post-secondary non-tertiary,43
604,F,49,36000.0,single,below upper secondary,0
605,M,48,56000.0,single,upper secondary and post-secondary non-tertiary,22
606,M,37,36000.0,married,tertiary education,32
607,F,67,67000.0,married,tertiary education,0
608,M,48,65000.0,single,upper secondary and post-secondary non-tertiary,72
609,M,69,38000.0,married,tertiary education,23
610,M,66,32000.0,married,upper secondary and post-secondary non-tertiary,0
611,M,38,56000.0,married,tertiary education,0
612,F,59,90000.0,widowed,tertiary education,144
613,M,43,65000.0,single,upper secondary and post-secondary non-tertiary,123
614,M,43,41000.0,single,upper secondary and post-secondary non-tertiary,35
615,F,68,108000.0,married,upper secondary and post-secondary non-tertiary,151
616,M,60,45000.0,single,below upper secondary,55
617,M,53,39000.0,married,tertiary education,51
618,M,34,50000.0,single,tertiary education,114
619,M,77,64000.0,married,tertiary education,0
620,F,88,73000.0,married,upper secondary and post-secondary non-tertiary,122
621,F,62,88000.0,married,upper secondary and post-secondary non-tertiary,54
622,M,63,86000.0,married,upper secondary and post-secondary non-tertiary,66
623,M,70,99000.0,single,below upper secondary,69
624,M,38,33000.0,single,upper secondary and post-secondary non-tertiary,20
625,F,44,39000.0,divorced,tertiary education,0
626,F,40,50000.0,married,tertiary education,59
627,M,51,99000.0,divorced,tertiary education,264
628,F,72,60000.0,divorced,tertiary education,56
629,M,22,45000.0,single,below upper secondary,44
630,M,72,49000.0,divorced,tertiary education,15
631,M,70,37000.0,married,tertiary education,32
632,M,23,65000.0,single,upper secondary and post-secondary non-tertiary,95
633,M,38,75000.0,single,below upper secondary,47
634,F,71,67000.0,single,upper secondary and post-secondary non-tertiary,36
635,M,50,51000.0,married,upper secondary and post-secondary non-tertiary,71
636,M,72,35000.0,single,upper secondary and post-secondary non-tertiary,2
637,M,43,31000.0,married,tertiary education,38
638,M,63,70000.0,married,tertiary education,127
639,M,73,46000.0,married,tertiary education,108
640,M,53,57000.0,single,below upper secondary,51
641,F,37,57000.0,married,tertiary education,134
642,M,45,44000.0,married,tertiary education,89
643,M,59,61000.0,married,tertiary education,0
644,M,74,51000.0,married,tertiary education,0
645,M,18,36000.0,single,upper secondary and post-secondary non-tertiary,25
646,F,94,84000.0,married,tertiary education,170
647,M,38,33000.0,married,tertiary education,30
648,F,67,50000.0,married,tertiary education,19
649,F,46,36000.0,married,tertiary education,91
650,M,82,41000.0,married,upper secondary and post-secondary non-tertiary,52
651,M,37,36000.0,single,below upper secondary,0
652,F,65,71000.0,single,upper secondary and post-secondary non-tertiary,93
653,F,66,34000.0,married,tertiary education,51
654,F,65,57000.0,married,tertiary education,69
655,F,54,52000.0,widowed,tertiary education,75
656,M,63,113000.0,married,tertiary education,105
657,F,50,110000.0,married,tertiary education,0
658,M,64,81000.0,single,upper secondary and post-secondary non-tertiary,50
659,M,66,50000.0,married,tertiary education,2
660,F,76,62000.0,single,below upper secondary,4
661,F,56,82000.0,divorced,tertiary education,0
662,M,49,75000.0,married,tertiary education,108
663,F,29,53000.0,married,tertiary education,58
664,F,51,56000.0,separated,tertiary education,30
665,M,69,68000.0,married,tertiary education,23
666,M,48,52000.0,married,tertiary education,50
667,M,25,68000.0,single,upper secondary and post-secondary non-tertiary,141
668,M,82,78000.0,married,tertiary education,0
669,F,57,70000.0,married,upper secondary and post-secondary non-tertiary,96
670,M,50,70000.0,married,tertiary education,31
671,F,74,72000.0,separated,tertiary education,0
672,F,49,59000.0,single,below upper secondary,0
673,M,80,88000.0,married,tertiary education,7
674,F,62,81000.0,married,tertiary education,98
675,M,63,50000.0,single,upper secondary and post-secondary non-tertiary,69
676,F,54,109000.0,single,below upper secondary,6
677,M,45,55000.0,married,tertiary education,110
678,F,49,110000.0,single,upper secondary and post-secondary non-tertiary,266
679,M,61,35000.0,divorced,tertiary education,48
680,M,46,46000.0,married,tertiary education,18
681,M,64,59000.0,married,upper secondary and post-secondary non-tertiary,125
682,F,69,89000.0,married,tertiary education,156
683,M,69,64000.0,married,upper secondary and post-secondary non-tertiary,119
684,M,66,70000.0,married,upper secondary and post-secondary non-tertiary,24
685,M,60,56000.0,married,upper secondary and post-secondary non-tertiary,0
686,F,40,51000.0,divorced,tertiary education,158
687,M,74,64000.0,married,upper secondary and post-secondary non-tertiary,0
688,F,52,31000.0,separated,tertiary education,29
689,F,62,55000.0,married,tertiary education,185
690,F,61,118000.0,married,upper secondary and post-secondary non-tertiary,157
691,F,22,55000.0,single,tertiary education,107
692,M,62,35000.0,widowed,tertiary education,0
693,M,23,63000.0,single,tertiary education,0
694,F,90,104000.0,married,tertiary education,48
695,F,72,41000.0,married,upper secondary and post-secondary non-tertiary,85
696,F,69,93000.0,single,upper secondary and post-secondary non-tertiary,60
697,F,71,43000.0,single,upper secondary and post-secondary non-tertiary,8
698,M,32,38000.0,married,tertiary education,45
699,M,36,51000.0,single,upper secondary and post-secondary non-tertiary,106
700,F,58,38000.0,single,upper secondary and post-secondary non-tertiary,0
701,M,75,103000.0,married,tertiary education,0
702,F,58,41000.0,separated,tertiary education,8
703,M,76,69000.0,single,below upper secondary,144
704,F,49,73000.0,separated,tertiary education,90
705,F,57,90000.0,separated,tertiary education,281
706,M,66,74000.0,married,tertiary education,143
707,M,33,54000.0,single,below upper secondary,52
708,M,54,39000.0,single,upper secondary and post-secondary non-tertiary,88
709,F,48,82000.0,married,tertiary education,99
710,F,66,62000.0,married,tertiary education,18
711,F,46,73000.0,married,tertiary education,122
712,F,51,91000.0,married,upper secondary and post-secondary non-tertiary,27
713,F,67,58000.0,married,tertiary education,41
714,F,28,65000.0,married,tertiary education,151
715,F,20,55000.0,single,tertiary education,49
716,M,74,34000.0,single,upper secondary and post-secondary non-tertiary,6
717,M,67,73000.0,single,upper secondary and post-secondary non-tertiary,39
718,M,86,55000.0,married,upper secondary and post-secondary non-tertiary,111
719,M,58,83000.0,married,upper secondary and post-secondary non-tertiary,37
720,M,67,41000.0,married,tertiary education,25
721,F,58,92000.0,single,upper secondary and post-secondary non-tertiary,45
722,F,54,82000.0,married,tertiary education,97
723,F,56,55000.0,married,tertiary education,33
724,M,58,41000.0,divorced,tertiary education,0
725,F,56,91000.0,single,upper secondary and post-secondary non-tertiary,10
726,M,63,61000.0,married,upper secondary and post-secondary non-tertiary,4
727,O,48,80000.0,separated,tertiary education,179
728,M,50,59000.0,divorced,tertiary education,106
729,M,63,96000.0,married,tertiary education,152
730,F,79,94000.0,married,upper secondary and post-secondary non-tertiary,46
731,M,47,92000.0,married,tertiary education,16
732,M,57,110000.0,married,tertiary education,54
733,F,63,74000.0,married,tertiary education,0
734,M,79,64000.0,married,tertiary education,223
735,M,54,92000.0,married,upper secondary and post-secondary non-tertiary,0
736,M,53,33000.0,married,upper secondary and post-secondary non-tertiary,51
737,M,53,96000.0,single,below upper secondary,0
738,F,70,58000.0,divorced,tertiary education,51
739,F,47,77000.0,single,upper secondary and post-secondary non-tertiary,0
740,M,42,60000.0,married,tertiary education,0
741,M,61,100000.0,single,upper secondary and post-secondary non-tertiary,0
742,M,30,35000.0,single,upper secondary and post-secondary non-tertiary,96
743,M,59,108000.0,married,tertiary education,93
744,M,38,38000.0,single,upper secondary and post-secondary non-tertiary,8
745,F,72,35000.0,married,upper secondary and post-secondary non-tertiary,54
746,M,69,36000.0,married,upper secondary and post-secondary non-tertiary,36
747,M,31,55000.0,single,upper secondary and post-secondary non-tertiary,94
748,F,58,37000.0,single,upper secondary and post-secondary non-tertiary,0
749,F,74,61000.0,married,tertiary education,79
750,M,66,72000.0,married,upper secondary and post-secondary non-tertiary,127
751,F,65,88000.0,married,tertiary education,0
752,F,56,83000.0,married,tertiary education,120
753,M,63,51000.0,married,tertiary education,137
754,F,38,69000.0,single,upper secondary and post-secondary non-tertiary,67
755,F,70,78000.0,divorced,tertiary education,142
756,F,64,70000.0,married,tertiary education,116
757,F,43,47000.0,married,tertiary education,13
758,M,47,69000.0,married,upper secondary and post-secondary non-tertiary,71
759,M,49,91000.0,single,below upper secondary,0
760,F,64,59000.0,single,upper secondary and post-secondary non-tertiary,32
761,F,50,67000.0,married,upper secondary and post-secondary non-tertiary,84
762,O,32,54000.0,separated,tertiary education,93
763,F,56,106000.0,married,tertiary education,108
764,M,53,69000.0,divorced,tertiary education,118
765,M,33,68000.0,single,below upper secondary,0
766,M,25,56000.0,single,upper secondary and post-secondary non-tertiary,50
767,O,59,73000.0,separated,tertiary education,74
768,F,58,77000.0,single,upper secondary and post-secondary non-tertiary,219
769,F,73,67000.0,single,below upper secondary,52
770,M,45,52000.0,married,upper secondary and post-secondary non-tertiary,26
771,F,22,50000.0,married,tertiary education,51
772,F,50,110000.0,single,upper secondary and post-secondary non-tertiary,8
773,M,57,33000.0,single,upper secondary and post-secondary non-tertiary,39
774,M,56,56000.0,married,upper secondary and post-secondary non-tertiary,35
775,F,68,115000.0,married,tertiary education,0
776,M,36,67000.0,married,tertiary education,63
777,M,66,50000.0,single,upper secondary and post-secondary non-tertiary,34
778,F,68,117000.0,single,below upper secondary,0
779,F,84,68000.0,married,tertiary education,63
780,F,74,52000.0,married,upper secondary and post-secondary non-tertiary,129
781,F,49,70000.0,single,upper secondary and post-secondary non-tertiary,106
782,F,30,69000.0,married,tertiary education,111
783,F,74,97000.0,married,tertiary education,0
784,F,55,57000.0,married,tertiary education,84
785,M,19,65000.0,married,tertiary education,74
786,M,69,70000.0,married,tertiary education,107
787,F,69,34000.0,married,upper secondary and post-secondary non-tertiary,48
788,M,54,39000.0,married,tertiary education,0
789,M,25,60000.0,single,tertiary education,57
